,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,date,ls,Mkt-RF,SMB,HML,RF,Mom,MK
0,5.447728571428571,4.463885714285714,4.158649999999999,5.497685714285714,5.861933333333333,4.229542857142857,3.667814285714285,3.084766666666666,4.634757142857143,4.874928571428571,196501,-0.5728,3.54,2.7,0.12,0.28,-1.44,3.54
1,1.3739499627228933,1.3882864810232376,0.08095898768686766,2.7408697537159368,2.121548070939239,2.2714720575825402,1.6434503266176195,3.11076497963564,2.069201032477577,1.9056057806519198,196502,0.5316558179290265,0.44,3.53,0.11,0.3,0.32,0.44
2,-2.346660744769931,-1.9228571613227103,-2.430716332103149,-1.104445581321409,-0.9648499395912565,-1.793701063277306,-1.0564892288088403,-1.0235993723138574,-0.9886920226238117,0.06784320497011653,196503,2.4145039497400473,-1.34,1.88,1.03,0.36,0.15,-1.34
3,3.0863803933940086,3.584403436677723,3.060377522372062,4.17411958138634,3.077418678236386,3.022715732759323,3.1752895623160664,2.3723522421512047,3.68801535116288,3.4554588793601804,196504,0.36907848596617177,3.11,1.15,0.66,0.31,2.63,3.11
4,-2.125711597028389,-3.2120736564128785,-3.4090755127268246,-1.0070032603161503,-0.730213553054285,-0.7621980803017578,-0.634074831958614,-1.2122193563358443,-1.261887403137377,-0.9463226223545544,196505,1.1793889746738344,-0.77,0.13,-1.61,0.31,0.6,-0.77
5,-8.839419315090678,-8.482414809803409,-7.511964873959676,-9.68481799099789,-7.550760893848258,-7.723528233875809,-5.972520324270585,-7.761362280171201,-7.318129821047998,-7.491262404165409,196506,1.3481569109252698,-5.51,-4.35,0.59,0.35,-3.13,-5.51
6,1.1173749141109321,2.2292682168017763,1.8157028634612957,4.744769840679866,2.5641049324076826,2.315936476390344,2.306755710021289,2.158138424738004,2.5830898403477573,0.8780243225186328,196507,-0.23935059159229932,1.43,0.87,2.14,0.31,4.12,1.43
7,3.1821392478533177,4.563219632476607,3.1021991046042685,6.080565256445486,4.558191192080452,4.466980759214871,3.174997717475102,4.1780754017162876,4.30336405126204,5.074234563395314,196508,1.8920953155419964,2.73,2.83,-1.02,0.33,2.58,2.73
8,3.7163419971970293,5.88634681013438,4.934095923672374,4.424657086876315,3.6358841598541454,3.0778617722440607,2.8334608194583653,2.8551502874453627,3.393568604960115,3.5114303011840664,196509,-0.20491169601296289,2.86,0.64,-0.12,0.31,3.3,2.86
9,2.390830525537726,5.019396246592299,3.4429185663304245,5.949286890109507,4.007860524253689,3.9959719299941585,3.0736785075447863,4.4816544432042695,3.8687644817391402,3.1755757943380867,196510,0.7847452688003607,2.6,2.53,1.57,0.31,3.46,2.6
10,2.755370442910944,6.351465956638605,4.73045092324762,5.09374420437737,2.895459064743774,2.4109080488972823,2.049239493075748,2.5580224665037914,1.8641130562288883,1.6031872829189986,196511,-1.1521831599919456,-0.03,4.65,0.1,0.35,4.45,-0.03
11,5.478497740752075,4.01314478665419,4.051191322882006,4.0830227150547955,2.082412599765627,2.2281059442205278,1.5286543552216827,1.2716514921788309,2.3406825982642765,1.6970369916158554,196512,-3.7814607491362193,1.01,2.06,2.02,0.33,0.12,1.01
12,-3.7766714285714285,1.524714285714286,2.4510714285714283,1.704585714285714,2.6842999999999995,2.3196166666666667,5.410742857142857,5.085385714285715,4.6052,7.6306142857142865,196601,11.407285714285715,0.72,3.84,3.53,0.38,5.39,0.72
13,-4.785436605368966,-2.5851990456340004,0.3574744501525108,0.1320310935739788,0.4722801207614581,0.5488283909486084,2.573694930380971,3.9565206136121307,4.08766255293725,6.097731356795884,196602,10.883167962164851,-1.21,4.38,0.29,0.35,4.57,-1.21
14,-5.849967450349814,-4.014637736379124,-2.484568455723351,-2.1504624422489003,0.8249151544044312,-1.3111402053825,-2.103034133454231,-1.1568733891943694,-2.5209821588908485,-2.5225874721504797,196603,3.327379978199334,-2.51,0.98,-2.0,0.38,1.42,-2.51
15,-2.712707759299003,-0.3709360644964051,1.9471876646465993,3.2635100269890223,2.9381673767117724,2.7240000684080967,4.356663908041993,4.0717554449798525,5.493108831765494,5.833849799891011,196604,8.546557559190013,2.14,3.41,-0.47,0.34,6.28,2.14
16,-5.818425889083045,-3.9146518749842825,-5.802447747523412,-6.0109575462834295,-6.027128801860098,-6.9748097323841005,-9.479614838966125,-9.436846138373127,-9.900471650926823,-11.930987827488728,196605,-6.112561938405683,-5.66,-4.6,-1.61,0.41,-4.7,-5.66
17,-1.1577118559995025,-1.6802672577724955,0.05053922865993976,-0.7947775348503732,0.705460437096375,0.6553378487703146,2.082548732854176,0.4464099517789829,2.775931014307716,2.7786395703899758,196606,3.936351426389478,-1.44,1.04,0.49,0.38,3.25,-1.44
18,-4.499213188640792,-2.3950637420540777,-1.823577282370291,-2.0348287731573165,-1.6559379257320423,-2.01436413619584,0.742442054283852,-2.2061787225721683,-2.4210635169222114,-0.440725294169485,196607,4.058487894471307,-1.63,-0.43,0.99,0.35,-1.4,-1.63
19,-10.761330727526829,-7.2459893339024175,-7.9105017866824685,-8.374058231915539,-8.272896057985763,-9.206138926396973,-10.037767459506458,-9.597835820749207,-9.153172717012183,-9.274252385945713,196608,1.4870783415811157,-7.91,-3.29,0.44,0.41,-2.14,-7.91
20,-0.562431068407792,0.2894758216355926,-2.2000704320250035,-2.029728421935675,-1.5452709859604226,-1.9198697328576273,-3.1531610952566416,-3.5221162904336194,-2.814056284395841,-3.3018955570511994,196609,-2.7394644886434074,-1.06,-1.04,0.51,0.4,-1.84,-1.06
21,14.018514171092265,3.7868843439783753,1.4158930119873454,2.2729182102099603,-0.18580267207240908,1.481889677492369,-4.160315586735606,-6.624552647257704,-4.97533592198005,-4.135526513601859,196610,-18.154040684694124,3.86,-6.52,2.68,0.45,-5.26,3.86
22,-3.5304523620437216,-0.9209304403779975,1.5839916299646704,3.5656836148539095,6.448180679878377,6.352072674361615,10.27190135628801,12.38351323509056,10.817154903021226,7.727120055143921,196611,11.257572417187642,1.4,4.35,-4.77,0.4,5.72,1.4
23,-0.17604695734210365,1.3528110743978603,1.0272169323248277,1.9679964184977554,1.108885111926584,0.9766605236262554,2.3218073191263406,0.7073712413967085,2.3335687543657686,0.4794342084584735,196612,0.6554811658005771,0.13,2.09,-1.32,0.4,1.06,0.13
24,8.419785714285716,9.418500000000002,8.004771428571429,9.94298333333333,9.72285,8.496,7.942766666666667,9.1902,9.095166666666666,13.873814285714284,196701,5.454028571428568,8.15,8.3,2.25,0.43,-6.93,8.15
25,-3.250523624717867,1.5239184888813182,0.9325554093725826,0.8834730167585344,-0.4883251549622527,2.6205299520506027,2.8793792068445963,2.124304933794797,2.68351661282971,3.805508686772257,196702,7.056032311490124,0.78,3.33,-2.18,0.36,3.52,0.78
26,0.8648788161271056,4.009114691027487,3.5984567616015632,4.153043277863055,4.665033424433044,5.144012159685988,5.284009243652064,4.7593446367092955,7.003294409864435,7.277688314571759,196703,6.412809498444654,3.99,1.42,0.54,0.39,1.53,3.99
27,-0.8831810091278769,3.586957305366795,3.7366913559063764,4.508836514051298,3.515439000103331,5.436981694010344,4.953434665996162,5.200046502799303,4.121524898045273,6.76633979063695,196704,7.649520799764828,3.89,0.62,-2.45,0.32,0.59,3.89
28,-4.0566871227188805,-2.8762443226905305,-2.8649343931118523,-3.810165352231471,-2.7878011086160357,-4.05843113322871,-3.124698002601291,-2.840899496684807,-2.147376701206277,-2.941497637198174,196705,1.1151894855207067,-4.33,1.8,1.18,0.33,0.72,-4.33
29,3.7429270114023043,7.390112755027818,3.2701331185933262,4.779326255211714,4.519533964689266,5.433681738009431,4.57876742292472,5.572695708918708,6.016938584006047,8.864491608202291,196706,5.1215645967999865,2.41,5.91,0.85,0.27,6.0,2.41
30,4.162062342758278,2.9424785009022236,3.876066765470019,5.489338202939973,5.56674544584087,5.489980265413135,5.189896242535064,5.89865700463917,5.387096009822721,6.927914424372543,196707,2.7658520816142644,4.58,3.1,2.72,0.31,-1.03,4.58
31,-2.011025624675289,-1.68902359079049,-0.8091929375914573,-0.7859959430704242,-2.939127005695673,-1.0036270339672724,-2.0047215225651893,-1.3777454092407406,-0.9930847344523439,-2.111952235819655,196708,-0.10092661114436585,-0.89,0.39,1.52,0.31,-1.38,-0.89
32,1.1333323378215685,3.05146204537691,3.1003167902832693,4.233108506134113,3.275770934916749,4.215440050577754,4.177774743515761,3.2412875148408102,3.712862674514287,7.262405770845877,196709,6.129073433024309,3.11,3.02,-2.42,0.32,2.52,3.11
33,-4.373376290662341,-4.99401326626017,-1.6674689991067075,0.1521321295173268,-1.9012901482680382,-1.3409458003435986,-1.4497140749560136,-2.048275577306005,-1.0461415916495018,-1.2558626273583198,196710,3.117513663304021,-3.09,1.38,-3.22,0.39,3.67,-3.09
34,-1.4750232083983046,0.9884628856802821,1.1114180902148338,-0.5728685162443805,0.5041334794686012,0.7800973513978359,1.883548282282748,1.087117924891078,0.10753265703347809,1.7112801207478814,196711,3.186303329146186,0.37,0.16,-1.69,0.36,1.26,0.37
35,1.8947771359421095,3.677854952413668,3.620940500181653,5.420518132694968,3.0949048843886753,4.084387618048705,3.103747578647769,3.931771876700613,3.9006680260200923,8.272809162594772,196712,6.3780320266526624,3.05,5.78,-0.63,0.33,3.25,3.05
36,4.842342857142857,-2.647914285714285,-4.627342857142858,-4.825242857142857,-4.933571428571429,-6.902799999999999,-7.161271428571427,-7.0442,-4.494457142857143,-4.675557142857143,196801,-9.517900000000001,-4.06,3.89,4.84,0.4,-4.7,-4.06
37,-7.810352565346604,-2.5060831018001077,-3.61689468631415,-3.107198092474313,-3.949668431065423,-4.980282044452996,-6.871666106747621,-7.2787431366238335,-7.81661392503251,-8.124659364716738,196802,-0.31430679937013295,-3.75,-2.96,1.33,0.39,-3.43,-3.75
38,-4.79549423018231,-0.9259314445735382,-0.10147192275387762,0.3929791143645752,1.114109782898816,2.0169166979856423,-0.08266307398308376,0.7427789909905292,-0.4475738877551999,-1.9217775130629264,196803,2.873716717119384,0.2,-1.35,-0.59,0.38,3.23,0.2
39,2.826701588857474,7.96393740620989,8.519106009702156,9.074770192928295,9.780728170521906,11.473165774420986,11.595516469355427,14.58960415140837,14.576030766817468,15.424113858796481,196804,12.597412269939007,9.05,5.66,-1.17,0.43,5.09,9.05
40,8.072325635138332,2.1052589627102383,2.8296282104651613,3.6980107110334677,3.643399653664808,4.300084094027148,6.0398855384753,5.912234757722118,6.493177230325726,7.218994581708552,196805,-0.8533310534297796,2.28,6.49,0.66,0.45,3.8,2.28
41,12.081019627644192,2.644421568859773,0.3817689932673873,0.8443154213139037,-0.3549409332809745,-0.34499871763378226,-0.8421580528984055,-2.557592339382234,-0.5262673922864507,0.3749138592588825,196806,-11.70610576838531,0.69,-0.25,0.83,0.43,-1.9,0.69
42,-2.447360018123758,-2.1229333377843718,-3.447779600314108,-3.495701299850577,-3.599779149051556,-4.191362069092371,-6.033841820046959,-4.953119230431136,-4.1366531481902555,-3.7463288819637257,196807,-1.298968863839968,-2.72,-1.37,5.39,0.48,-0.88,-2.72
43,0.08334681809020922,2.2985369351176654,1.1372479214873268,1.6080849736716933,2.57053464707544,1.9237935841468787,1.8024730626826417,2.903186363476564,2.835522144649083,3.081122905606756,196808,2.997776087516547,1.34,2.32,1.0,0.42,1.89,1.34
44,5.898090879932118,5.196276020270887,4.639007848028442,3.046835972386614,3.539026854125561,5.462403665974661,4.788368101370941,5.175471915434683,6.555777105904854,6.6076047765233215,196809,0.7095138965912033,4.03,2.81,0.3,0.43,-0.65,4.03
45,4.899060207217685,0.9784865150818012,0.1267677351188527,0.7413840981369151,-0.43267346284633257,-0.8217446356254352,-0.5159892421026752,-0.5013240500064426,-0.7660778891011251,-0.4098373522933645,196810,-5.30889755951105,0.42,-0.48,2.86,0.44,-1.46,0.42
46,2.953110471893607,3.4259368424616676,5.4214399416665895,4.659652697592003,5.56222399502451,5.807978857045254,6.241937576126291,7.302115500127901,7.450463122795078,6.558734796774147,196811,3.6056243248805404,5.43,2.37,-0.93,0.42,1.75,5.43
47,-3.970309705594432,-1.1615397517082982,-3.5103290177537008,-2.3566731532813434,-3.580172328772077,-3.435514986694744,-4.720932260186082,-4.592120997835695,-3.030456388382567,-2.2380933361117954,196812,1.7322163694826365,-3.94,3.4,-0.01,0.43,-0.01,-3.94
48,-1.8716636363636365,-1.5379727272727273,-0.6660555555555556,-1.293918181818182,-1.3777300000000001,-0.5894454545454546,-0.1876636363636366,-0.27532999999999996,9.957700000000003,-0.6709818181818182,196901,1.2006818181818182,-1.25,-0.76,1.68,0.53,-0.17,-1.25
49,-9.476670764499488,-8.129750601000032,-8.816974876943256,-8.40734344220138,-9.202632758595174,-9.229738851967006,-7.339912676301515,-7.496410283312667,-5.958004088667199,-8.405341145450043,196902,1.071329619049445,-5.84,-3.94,0.9,0.46,-2.36,-5.84
50,2.831716005478429,4.348883625608461,2.102819413864627,2.0576896743293824,2.958856216957687,2.6459104289245152,2.6180409781476905,0.9536505723285862,-0.2724659033051984,1.8078023009560193,196903,-1.0239137045224096,2.64,-0.26,-0.52,0.46,3.97,2.64
51,1.0805036372553773,1.380219780398315,0.5171631202783822,0.9651221720447913,1.109286315313253,3.009369726380087,0.5570437407902147,1.595148371787696,1.1349005892972055,1.5092234855323416,196904,0.4287198482769643,1.46,-0.87,-0.03,0.53,1.13,1.46
52,-0.8624307459913801,0.05239540158375311,0.17384892729315493,-0.881596181528268,-1.184052135511154,-0.39299590789510885,0.20278301344611893,0.5312304465985243,0.44107345957035726,-0.6875586006675836,196905,0.17487214532379652,-0.1,-0.22,0.72,0.48,1.7,-0.1
53,-7.849445743093088,-9.436883231577957,-9.957372992668308,-9.311356712594238,-10.62027303861719,-11.364551486130617,-9.064754466812387,-11.255295067478997,-9.100937719210703,-10.51469488596662,196906,-2.665249142873532,-7.18,-5.41,-1.09,0.51,-2.3,-7.18
54,-7.7073428104006245,-8.242369404806519,-8.086154228139065,-7.862059304973993,-8.703759509310515,-9.174183057696256,-7.643093626516276,-9.51427939323967,-7.527294527111987,-8.521698375664208,196907,-0.8143555652635843,-7.0,-3.22,1.18,0.53,1.7,-7.0
