,Mkt-RF,SMB,HML,RF,Mom,date
1080,1.94,-1.16,-2.73,0.04,-0.93,201701
1081,3.57,-2.05,-1.66,0.04,-1.65,201702
1082,0.17,1.13,-3.37,0.03,-1.02,201703
1083,1.09,0.72,-2.15,0.05,0.48,201704
1084,1.06,-2.55,-3.76,0.06,1.48,201705
1085,0.78,2.24,1.48,0.06,-0.09,201706
1086,1.87,-1.46,-0.22,0.07,1.62,201707
1087,0.16,-1.65,-2.07,0.09,3.26,201708
1088,2.51,4.45,3.09,0.09,-1.32,201709
1089,2.25,-1.93,0.23,0.09,4.27,201710
1090,3.12,-0.56,-0.05,0.08,-0.87,201711
1091,1.06,-1.32,0.03,0.09,-1.54,201712
1092,5.58,-3.18,-1.36,0.11,4.05,201801
1093,-3.65,0.26,-1.03,0.11,3.58,201802
1094,-2.35,4.06,-0.23,0.12,-1.13,201803
1095,0.29,1.1,0.48,0.14,0.36,201804
1096,2.65,5.31,-3.13,0.14,3.89,201805
1097,0.48,1.12,-2.33,0.14,-2.35,201806
1098,3.19,-2.24,0.45,0.16,-1.41,201807
1099,3.44,1.13,-3.98,0.16,5.29,201808
1100,0.06,-2.29,-1.7,0.15,0.04,201809
1101,-7.68,-4.78,3.43,0.19,-2.0,201810
1102,1.69,-0.69,0.26,0.18,-1.37,201811
1103,-9.55,-2.41,-1.9,0.19,2.11,201812
1104,8.41,2.9,-0.44,0.21,-8.68,201901
1105,3.4,2.04,-2.68,0.18,0.86,201902
1106,1.1,-2.98,-4.05,0.19,2.21,201903
1107,3.97,-1.72,2.17,0.21,-2.97,201904
1108,-6.94,-1.33,-2.37,0.21,7.56,201905
1109,6.93,0.28,-0.71,0.18,-2.3,201906
1110,1.19,-2.04,0.57,0.19,2.75,201907
1111,-2.58,-2.33,-4.89,0.16,6.92,201908
1112,1.43,-0.97,6.88,0.18,-6.81,201909
1113,2.07,0.25,-1.91,0.15,0.15,201910
1114,3.87,0.85,-2.09,0.12,-2.66,201911
1115,2.77,0.7,1.8,0.14,-1.77,201912
1116,-0.1,-3.13,-6.17,0.13,5.98,202001
1117,-8.13,1.02,-3.75,0.12,-0.4,202002
1118,-13.38,-4.89,-13.92,0.12,7.97,202003
1119,13.65,2.56,-1.3,0.0,-5.23,202004
1120,5.58,2.53,-4.92,0.01,0.42,202005
1121,2.46,2.67,-2.12,0.01,-0.73,202006
1122,5.77,-2.28,-1.53,0.01,7.64,202007
1123,7.63,-0.28,-2.95,0.01,0.55,202008
1124,-3.63,0.05,-2.58,0.01,3.14,202009
1125,-2.1,4.4,4.14,0.01,-3.04,202010
1126,12.47,5.63,2.1,0.01,-12.43,202011
1127,4.63,4.83,-1.41,0.01,-2.32,202012
1128,-0.03,7.12,3.0,0.0,4.5,202101
1129,2.78,2.04,7.2,0.0,-7.89,202102
1130,3.08,-2.41,7.41,0.0,-6.14,202103
1131,4.93,-3.12,-0.95,0.0,1.1,202104
1132,0.29,-0.28,7.04,0.0,0.88,202105
1133,2.75,1.76,-7.82,0.0,2.19,202106
1134,1.27,-3.96,-1.74,0.0,-2.28,202107
1135,2.91,-0.46,-0.15,0.0,2.52,202108
1136,-4.37,0.75,5.06,0.0,1.5,202109
1137,6.65,-2.3,-0.48,0.0,3.19,202110
1138,-1.55,-1.36,-0.42,0.0,0.89,202111
1139,3.1,-1.6,3.22,0.01,-2.6,202112
1140,-6.25,-5.93,12.74,0.0,-2.5,202201
1141,-2.29,2.18,3.09,0.0,1.75,202202
1142,3.06,-1.61,-1.82,0.0,2.98,202203
1143,-9.44,-1.4,6.16,0.0,4.82,202204
